distance_mm,temporal_noise_mm,spatial_noise_mm,n_valid_frames
293.9999997615814,0.3999948501586914,0.49638694524765015,30
314.0000104904175,0.47575101004518205,0.0,26
337.0000123977661,0.4955292450860393,0.3249516189098358,30
