distance_mm,temporal_noise_mm,spatial_noise_mm,n_valid_frames
311.0000193119049,0.4988812285892678,0.4898830056190491,30
311.0000193119049,0.0,0.0,30
328.000009059906,0.49889609659989514,0.4964021146297455,30
343.00002455711365,0.4000067710876465,0.4270961582660675,30
393.0000066757202,0.7735627794029996,0.7525891065597534,25
